session_id,stage_name,stage_index,stage_trial_index,stage_trial_count,trial_id,img_id,img_path,filter_left,filter_right,selected_filter,reaction_time_ms
72679340-0436-4583-8236-5e0368a21467,valence,1,40,45,32,N043,./images/N043.jpg,filter-clarendon,filter-juno,filter-juno,980
72679340-0436-4583-8236-5e0368a21467,valence,1,41,45,24,N102,./images/N102.jpg,filter-inkwell,filter-sutro,filter-sutro,1454
72679340-0436-4583-8236-5e0368a21467,valence,1,42,45,3,N077,./images/N077.jpg,filter-lark,filter-clarendon,filter-lark,1394
72679340-0436-4583-8236-5e0368a21467,valence,1,43,45,40,N017,./images/N017.jpg,filter-gingham,filter-lark,filter-lark,1094
72679340-0436-4583-8236-5e0368a21467,valence,1,44,45,28,N095,./images/N095.jpg,filter-1977,filter-gingham,filter-gingham,1595
72679340-0436-4583-8236-5e0368a21467,valence,1,45,45,30,N031,./images/N031.jpg,filter-sutro,filter-1977,filter-1977,1056
72679340-0436-4583-8236-5e0368a21467,arousal,2,1,45,32,N102,./images/N102.jpg,filter-gingham,filter-lark,filter-lark,5324
72679340-0436-4583-8236-5e0368a21467,arousal,2,2,45,35,N017,./images/N017.jpg,filter-1977,filter-lofi,filter-lofi,1296
72679340-0436-4583-8236-5e0368a21467,arousal,2,3,45,22,N096,./images/N096.jpg,filter-lark,filter-lofi,filter-lofi,1085
72679340-0436-4583-8236-5e0368a21467,arousal,2,4,45,6,N108,./images/N108.jpg,filter-inkwell,filter-gingham,filter-inkwell,1384
72679340-0436-4583-8236-5e0368a21467,arousal,2,5,45,34,N040,./images/N040.jpg,filter-lofi,filter-moon,filter-lofi,3130
72679340-0436-4583-8236-5e0368a21467,arousal,2,6,45,18,N020,./images/N020.jpg,filter-hudson,filter-sutro,filter-hudson,1331
72679340-0436-4583-8236-5e0368a21467,arousal,2,7,45,20,N088,./images/N088.jpg,filter-inkwell,filter-lofi,filter-lofi,1175
72679340-0436-4583-8236-5e0368a21467,arousal,2,8,45,2,N014,./images/N014.jpg,filter-gingham,filter-clarendon,filter-gingham,2342
72679340-0436-4583-8236-5e0368a21467,arousal,2,9,45,3,N022,./images/N022.jpg,filter-lofi,filter-hudson,filter-lofi,1336
72679340-0436-4583-8236-5e0368a21467,arousal,2,10,45,43,N097,./images/N097.jpg,filter-clarendon,filter-lark,filter-clarendon,1699
72679340-0436-4583-8236-5e0368a21467,arousal,2,11,45,33,N031,./images/N031.jpg,filter-lofi,filter-clarendon,filter-clarendon,1840
72679340-0436-4583-8236-5e0368a21467,arousal,2,12,45,28,N085,./images/N085.jpg,filter-hudson,filter-lark,filter-lark,1096
72679340-0436-4583-8236-5e0368a21467,arousal,2,13,45,31,N096,./images/N096.jpg,filter-hudson,filter-inkwell,filter-hudson,1040
72679340-0436-4583-8236-5e0368a21467,arousal,2,14,45,40,N102,./images/N102.jpg,filter-inkwell,filter-clarendon,filter-clarendon,2297
72679340-0436-4583-8236-5e0368a21467,arousal,2,15,45,39,N088,./images/N088.jpg,filter-1977,filter-inkwell,filter-1977,816
72679340-0436-4583-8236-5e0368a21467,arousal,2,16,45,16,N027,./images/N027.jpg,filter-sutro,filter-juno,filter-sutro,1443
72679340-0436-4583-8236-5e0368a21467,arousal,2,17,45,19,N040,./images/N040.jpg,filter-juno,filter-clarendon,filter-juno,1701
72679340-0436-4583-8236-5e0368a21467,arousal,2,18,45,44,N077,./images/N077.jpg,filter-juno,filter-inkwell,filter-inkwell,3465
72679340-0436-4583-8236-5e0368a21467,arousal,2,19,45,30,N097,./images/N097.jpg,filter-moon,filter-1977,filter-1977,1386
72679340-0436-4583-8236-5e0368a21467,arousal,2,20,45,24,N096,./images/N096.jpg,filter-juno,filter-1977,filter-1977,756
72679340-0436-4583-8236-5e0368a21467,arousal,2,21,45,12,N030,./images/N030.jpg,filter-juno,filter-lark,filter-lark,1872
72679340-0436-4583-8236-5e0368a21467,arousal,2,22,45,15,N093,./images/N093.jpg,filter-moon,filter-juno,filter-moon,1501
72679340-0436-4583-8236-5e0368a21467,arousal,2,23,45,8,N002,./images/N002.jpg,filter-gingham,filter-moon,filter-moon,1792
72679340-0436-4583-8236-5e0368a21467,arousal,2,24,45,17,N023,./images/N023.jpg,filter-lofi,filter-gingham,filter-gingham,1571
72679340-0436-4583-8236-5e0368a21467,arousal,2,25,45,5,N108,./images/N108.jpg,filter-1977,filter-clarendon,filter-1977,2273
72679340-0436-4583-8236-5e0368a21467,arousal,2,26,45,41,N043,./images/N043.jpg,filter-inkwell,filter-sutro,filter-sutro,3990
72679340-0436-4583-8236-5e0368a21467,arousal,2,27,45,45,N077,./images/N077.jpg,filter-clarendon,filter-moon,filter-moon,2562
72679340-0436-4583-8236-5e0368a21467,arousal,2,28,45,38,N023,./images/N023.jpg,filter-lofi,filter-sutro,filter-sutro,1413
72679340-0436-4583-8236-5e0368a21467,arousal,2,29,45,26,N030,./images/N030.jpg,filter-1977,filter-hudson,filter-1977,1317
72679340-0436-4583-8236-5e0368a21467,arousal,2,30,45,11,N040,./images/N040.jpg,filter-juno,filter-gingham,filter-juno,4318
72679340-0436-4583-8236-5e0368a21467,arousal,2,31,45,23,N095,./images/N095.jpg,filter-lark,filter-1977,filter-lark,998
72679340-0436-4583-8236-5e0368a21467,arousal,2,32,45,9,N022,./images/N022.jpg,filter-clarendon,filter-hudson,filter-hudson,4500
72679340-0436-4583-8236-5e0368a21467,arousal,2,33,45,42,N002,./images/N002.jpg,filter-1977,filter-gingham,filter-gingham,1159
72679340-0436-4583-8236-5e0368a21467,arousal,2,34,45,4,N093,./images/N093.jpg,filter-moon,filter-inkwell,filter-inkwell,1165
72679340-0436-4583-8236-5e0368a21467,arousal,2,35,45,7,N043,./images/N043.jpg,filter-hudson,filter-moon,filter-moon,905
72679340-0436-4583-8236-5e0368a21467,arousal,2,36,45,14,N030,./images/N030.jpg,filter-lofi,filter-juno,filter-juno,1436
72679340-0436-4583-8236-5e0368a21467,arousal,2,37,45,27,N027,./images/N027.jpg,filter-lark,filter-moon,filter-moon,969
72679340-0436-4583-8236-5e0368a21467,arousal,2,38,45,36,N031,./images/N031.jpg,filter-sutro,filter-gingham,filter-gingham,1971
72679340-0436-4583-8236-5e0368a21467,arousal,2,39,45,37,N108,./images/N108.jpg,filter-sutro,filter-lark,filter-lark,878
72679340-0436-4583-8236-5e0368a21467,arousal,2,40,45,10,N085,./images/N085.jpg,filter-hudson,filter-juno,filter-juno,693
72679340-0436-4583-8236-5e0368a21467,arousal,2,41,45,21,N097,./images/N097.jpg,filter-clarendon,filter-sutro,filter-sutro,759
72679340-0436-4583-8236-5e0368a21467,arousal,2,42,45,13,N014,./images/N014.jpg,filter-moon,filter-sutro,filter-sutro,829
72679340-0436-4583-8236-5e0368a21467,arousal,2,43,45,29,N017,./images/N017.jpg,filter-sutro,filter-1977,filter-sutro,866
72679340-0436-4583-8236-5e0368a21467,arousal,2,44,45,25,N095,./images/N095.jpg,filter-lark,filter-inkwell,filter-lark,666
72679340-0436-4583-8236-5e0368a21467,arousal,2,45,45,1,N020,./images/N020.jpg,filter-gingham,filter-hudson,filter-hudson,341
81b5f804-e142-449f-b0f1-cb5e207179a0,valence,1,1,45,15,N027,./images/N027.jpg,filter-lark,filter-sutro,filter-lark,9824
81b5f804-e142-449f-b0f1-cb5e207179a0,valence,1,2,45,18,N093,./images/N093.jpg,filter-clarendon,filter-gingham,filter-gingham,5799
81b5f804-e142-449f-b0f1-cb5e207179a0,valence,1,3,45,43,N020,./images/N020.jpg,filter-juno,filter-gingham,filter-juno,4231
81b5f804-e142-449f-b0f1-cb5e207179a0,valence,1,4,45,7,N093,./images/N093.jpg,filter-moon,filter-lark,filter-lark,2912
81b5f804-e142-449f-b0f1-cb5e207179a0,valence,1,5,45,6,N096,./images/N096.jpg,filter-juno,filter-1977,filter-juno,3353
81b5f804-e142-449f-b0f1-cb5e207179a0,valence,1,6,45,34,N077,./images/N077.jpg,filter-sutro,filter-moon,filter-sutro,7739
81b5f804-e142-449f-b0f1-cb5e207179a0,valence,1,7,45,25,N022,./images/N022.jpg,filter-inkwell,filter-gingham,filter-gingham,1645
81b5f804-e142-449f-b0f1-cb5e207179a0,valence,1,8,45,29,N085,./images/N085.jpg,filter-lofi,filter-clarendon,filter-clarendon,3310
81b5f804-e142-449f-b0f1-cb5e207179a0,valence,1,9,45,27,N014,./images/N014.jpg,filter-moon,filter-lofi,filter-lofi,2081
81b5f804-e142-449f-b0f1-cb5e207179a0,valence,1,10,45,19,N017,./images/N017.jpg,filter-inkwell,filter-moon,filter-inkwell,6196
81b5f804-e142-449f-b0f1-cb5e207179a0,valence,1,11,45,9,N093,./images/N093.jpg,filter-lofi,filter-hudson,filter-hudson,2345
81b5f804-e142-449f-b0f1-cb5e207179a0,valence,1,12,45,14,N023,./images/N023.jpg,filter-lofi,filter-sutro,filter-lofi,2949
81b5f804-e142-449f-b0f1-cb5e207179a0,valence,1,13,45,13,N096,./images/N096.jpg,filter-hudson,filter-1977,filter-hudson,1749
81b5f804-e142-449f-b0f1-cb5e207179a0,valence,1,14,45,41,N095,./images/N095.jpg,filter-moon,filter-hudson,filter-hudson,2009
81b5f804-e142-449f-b0f1-cb5e207179a0,valence,1,15,45,31,N022,./images/N022.jpg,filter-1977,filter-inkwell,filter-1977,4185
81b5f804-e142-449f-b0f1-cb5e207179a0,valence,1,16,45,8,N023,./images/N023.jpg,filter-clarendon,filter-moon,filter-moon,8231
81b5f804-e142-449f-b0f1-cb5e207179a0,valence,1,17,45,1,N027,./images/N027.jpg,filter-sutro,filter-hudson,filter-hudson,1908
81b5f804-e142-449f-b0f1-cb5e207179a0,valence,1,18,45,35,N020,./images/N020.jpg,filter-hudson,filter-lark,filter-lark,2874
81b5f804-e142-449f-b0f1-cb5e207179a0,valence,1,19,45,38,N031,./images/N031.jpg,filter-lark,filter-juno,filter-lark,2706
81b5f804-e142-449f-b0f1-cb5e207179a0,valence,1,20,45,21,N095,./images/N095.jpg,filter-moon,filter-1977,filter-moon,2594
81b5f804-e142-449f-b0f1-cb5e207179a0,valence,1,21,45,32,N043,./images/N043.jpg,filter-clarendon,filter-juno,filter-juno,2203
81b5f804-e142-449f-b0f1-cb5e207179a0,valence,1,22,45,11,N108,./images/N108.jpg,filter-1977,filter-lark,filter-lark,4278
81b5f804-e142-449f-b0f1-cb5e207179a0,valence,1,23,45,23,N108,./images/N108.jpg,filter-gingham,filter-moon,filter-gingham,1342
81b5f804-e142-449f-b0f1-cb5e207179a0,valence,1,24,45,17,N014,./images/N014.jpg,filter-sutro,filter-clarendon,filter-sutro,1341
81b5f804-e142-449f-b0f1-cb5e207179a0,valence,1,25,45,30,N031,./images/N031.jpg,filter-sutro,filter-1977,filter-1977,1749
81b5f804-e142-449f-b0f1-cb5e207179a0,valence,1,26,45,37,N097,./images/N097.jpg,filter-juno,filter-moon,filter-juno,2266
81b5f804-e142-449f-b0f1-cb5e207179a0,valence,1,27,45,2,N030,./images/N030.jpg,filter-juno,filter-sutro,filter-juno,1407
81b5f804-e142-449f-b0f1-cb5e207179a0,valence,1,28,45,33,N002,./images/N002.jpg,filter-lark,filter-inkwell,filter-inkwell,2812
81b5f804-e142-449f-b0f1-cb5e207179a0,valence,1,29,45,26,N096,./images/N096.jpg,filter-gingham,filter-lofi,filter-gingham,2234
81b5f804-e142-449f-b0f1-cb5e207179a0,valence,1,30,45,3,N077,./images/N077.jpg,filter-lark,filter-clarendon,filter-lark,2119
81b5f804-e142-449f-b0f1-cb5e207179a0,valence,1,31,45,20,N043,./images/N043.jpg,filter-lofi,filter-inkwell,filter-inkwell,3275
81b5f804-e142-449f-b0f1-cb5e207179a0,valence,1,32,45,12,N088,./images/N088.jpg,filter-sutro,filter-gingham,filter-gingham,1422
81b5f804-e142-449f-b0f1-cb5e207179a0,valence,1,33,45,28,N095,./images/N095.jpg,filter-1977,filter-gingham,filter-gingham,1305
81b5f804-e142-449f-b0f1-cb5e207179a0,valence,1,34,45,4,N040,./images/N040.jpg,filter-hudson,filter-juno,filter-hudson,5645
81b5f804-e142-449f-b0f1-cb5e207179a0,valence,1,35,45,36,N030,./images/N030.jpg,filter-1977,filter-clarendon,filter-clarendon,835
81b5f804-e142-449f-b0f1-cb5e207179a0,valence,1,36,45,45,N088,./images/N088.jpg,filter-hudson,filter-inkwell,filter-inkwell,3379
81b5f804-e142-449f-b0f1-cb5e207179a0,valence,1,37,45,5,N002,./images/N002.jpg,filter-inkwell,filter-clarendon,filter-inkwell,4415
81b5f804-e142-449f-b0f1-cb5e207179a0,valence,1,38,45,39,N102,./images/N102.jpg,filter-inkwell,filter-juno,filter-juno,9423
81b5f804-e142-449f-b0f1-cb5e207179a0,valence,1,39,45,44,N085,./images/N085.jpg,filter-lofi,filter-1977,filter-lofi,1163
81b5f804-e142-449f-b0f1-cb5e207179a0,valence,1,40,45,10,N022,./images/N022.jpg,filter-clarendon,filter-hudson,filter-hudson,1561
81b5f804-e142-449f-b0f1-cb5e207179a0,valence,1,41,45,24,N102,./images/N102.jpg,filter-inkwell,filter-sutro,filter-inkwell,1265
81b5f804-e142-449f-b0f1-cb5e207179a0,valence,1,42,45,16,N097,./images/N097.jpg,filter-juno,filter-lofi,filter-lofi,1595
81b5f804-e142-449f-b0f1-cb5e207179a0,valence,1,43,45,40,N017,./images/N017.jpg,filter-gingham,filter-lark,filter-gingham,3852
81b5f804-e142-449f-b0f1-cb5e207179a0,valence,1,44,45,42,N040,./images/N040.jpg,filter-gingham,filter-hudson,filter-gingham,1594
81b5f804-e142-449f-b0f1-cb5e207179a0,valence,1,45,45,22,N085,./images/N085.jpg,filter-lark,filter-lofi,filter-lark,3615
81b5f804-e142-449f-b0f1-cb5e207179a0,arousal,2,1,45,17,N023,./images/N023.jpg,filter-lofi,filter-gingham,filter-lofi,2557
81b5f804-e142-449f-b0f1-cb5e207179a0,arousal,2,2,45,26,N030,./images/N030.jpg,filter-1977,filter-hudson,filter-1977,3157
81b5f804-e142-449f-b0f1-cb5e207179a0,arousal,2,3,45,33,N031,./images/N031.jpg,filter-lofi,filter-clarendon,filter-lofi,1515
81b5f804-e142-449f-b0f1-cb5e207179a0,arousal,2,4,45,40,N102,./images/N102.jpg,filter-inkwell,filter-clarendon,filter-inkwell,2237
81b5f804-e142-449f-b0f1-cb5e207179a0,arousal,2,5,45,43,N097,./images/N097.jpg,filter-clarendon,filter-lark,filter-lark,2901
81b5f804-e142-449f-b0f1-cb5e207179a0,arousal,2,6,45,42,N002,./images/N002.jpg,filter-1977,filter-gingham,filter-1977,1892
81b5f804-e142-449f-b0f1-cb5e207179a0,arousal,2,7,45,22,N096,./images/N096.jpg,filter-lark,filter-lofi,filter-lofi,1132
81b5f804-e142-449f-b0f1-cb5e207179a0,arousal,2,8,45,25,N095,./images/N095.jpg,filter-lark,filter-inkwell,filter-inkwell,2910
81b5f804-e142-449f-b0f1-cb5e207179a0,arousal,2,9,45,3,N022,./images/N022.jpg,filter-lofi,filter-hudson,filter-lofi,1462
81b5f804-e142-449f-b0f1-cb5e207179a0,arousal,2,10,45,13,N014,./images/N014.jpg,filter-moon,filter-sutro,filter-sutro,1850
81b5f804-e142-449f-b0f1-cb5e207179a0,arousal,2,11,45,4,N093,./images/N093.jpg,filter-moon,filter-inkwell,filter-moon,1821
81b5f804-e142-449f-b0f1-cb5e207179a0,arousal,2,12,45,39,N088,./images/N088.jpg,filter-1977,filter-inkwell,filter-1977,1648
81b5f804-e142-449f-b0f1-cb5e207179a0,arousal,2,13,45,28,N085,./images/N085.jpg,filter-hudson,filter-lark,filter-hudson,1929
81b5f804-e142-449f-b0f1-cb5e207179a0,arousal,2,14,45,8,N002,./images/N002.jpg,filter-gingham,filter-moon,filter-gingham,2991
81b5f804-e142-449f-b0f1-cb5e207179a0,arousal,2,15,45,21,N097,./images/N097.jpg,filter-clarendon,filter-sutro,filter-sutro,1516
81b5f804-e142-449f-b0f1-cb5e207179a0,arousal,2,16,45,24,N096,./images/N096.jpg,filter-juno,filter-1977,filter-1977,1778
81b5f804-e142-449f-b0f1-cb5e207179a0,arousal,2,17,45,14,N030,./images/N030.jpg,filter-lofi,filter-juno,filter-lofi,1746
81b5f804-e142-449f-b0f1-cb5e207179a0,arousal,2,18,45,38,N023,./images/N023.jpg,filter-lofi,filter-sutro,filter-sutro,2145
81b5f804-e142-449f-b0f1-cb5e207179a0,arousal,2,19,45,16,N027,./images/N027.jpg,filter-sutro,filter-juno,filter-sutro,1150
81b5f804-e142-449f-b0f1-cb5e207179a0,arousal,2,20,45,1,N020,./images/N020.jpg,filter-gingham,filter-hudson,filter-hudson,1217
81b5f804-e142-449f-b0f1-cb5e207179a0,arousal,2,21,45,37,N108,./images/N108.jpg,filter-sutro,filter-lark,filter-sutro,2889
81b5f804-e142-449f-b0f1-cb5e207179a0,arousal,2,22,45,12,N030,./images/N030.jpg,filter-juno,filter-lark,filter-juno,11395
81b5f804-e142-449f-b0f1-cb5e207179a0,arousal,2,23,45,41,N043,./images/N043.jpg,filter-inkwell,filter-sutro,filter-sutro,3899
81b5f804-e142-449f-b0f1-cb5e207179a0,arousal,2,24,45,6,N108,./images/N108.jpg,filter-inkwell,filter-gingham,filter-inkwell,2576
81b5f804-e142-449f-b0f1-cb5e207179a0,arousal,2,25,45,9,N022,./images/N022.jpg,filter-clarendon,filter-hudson,filter-hudson,1512
81b5f804-e142-449f-b0f1-cb5e207179a0,arousal,2,26,45,20,N088,./images/N088.jpg,filter-inkwell,filter-lofi,filter-lofi,905
81b5f804-e142-449f-b0f1-cb5e207179a0,arousal,2,27,45,18,N020,./images/N020.jpg,filter-hudson,filter-sutro,filter-sutro,1041
81b5f804-e142-449f-b0f1-cb5e207179a0,arousal,2,28,45,11,N040,./images/N040.jpg,filter-juno,filter-gingham,filter-juno,982
81b5f804-e142-449f-b0f1-cb5e207179a0,arousal,2,29,45,15,N093,./images/N093.jpg,filter-moon,filter-juno,filter-juno,2952
81b5f804-e142-449f-b0f1-cb5e207179a0,arousal,2,30,45,27,N027,./images/N027.jpg,filter-lark,filter-moon,filter-lark,3576
81b5f804-e142-449f-b0f1-cb5e207179a0,arousal,2,31,45,36,N031,./images/N031.jpg,filter-sutro,filter-gingham,filter-sutro,1021
81b5f804-e142-449f-b0f1-cb5e207179a0,arousal,2,32,45,32,N102,./images/N102.jpg,filter-gingham,filter-lark,filter-lark,1291
81b5f804-e142-449f-b0f1-cb5e207179a0,arousal,2,33,45,23,N095,./images/N095.jpg,filter-lark,filter-1977,filter-1977,908
81b5f804-e142-449f-b0f1-cb5e207179a0,arousal,2,34,45,7,N043,./images/N043.jpg,filter-hudson,filter-moon,filter-hudson,2547
81b5f804-e142-449f-b0f1-cb5e207179a0,arousal,2,35,45,44,N077,./images/N077.jpg,filter-juno,filter-inkwell,filter-juno,3335
81b5f804-e142-449f-b0f1-cb5e207179a0,arousal,2,36,45,2,N014,./images/N014.jpg,filter-gingham,filter-clarendon,filter-gingham,1554
81b5f804-e142-449f-b0f1-cb5e207179a0,arousal,2,37,45,29,N017,./images/N017.jpg,filter-sutro,filter-1977,filter-sutro,1243
81b5f804-e142-449f-b0f1-cb5e207179a0,arousal,2,38,45,45,N077,./images/N077.jpg,filter-clarendon,filter-moon,filter-clarendon,1239
81b5f804-e142-449f-b0f1-cb5e207179a0,arousal,2,39,45,5,N108,./images/N108.jpg,filter-1977,filter-clarendon,filter-1977,1477
81b5f804-e142-449f-b0f1-cb5e207179a0,arousal,2,40,45,35,N017,./images/N017.jpg,filter-1977,filter-lofi,filter-1977,981
81b5f804-e142-449f-b0f1-cb5e207179a0,arousal,2,41,45,10,N085,./images/N085.jpg,filter-hudson,filter-juno,filter-juno,1436
81b5f804-e142-449f-b0f1-cb5e207179a0,arousal,2,42,45,30,N097,./images/N097.jpg,filter-moon,filter-1977,filter-1977,2489
81b5f804-e142-449f-b0f1-cb5e207179a0,arousal,2,43,45,34,N040,./images/N040.jpg,filter-lofi,filter-moon,filter-moon,1674
81b5f804-e142-449f-b0f1-cb5e207179a0,arousal,2,44,45,31,N096,./images/N096.jpg,filter-hudson,filter-inkwell,filter-hudson,3708
81b5f804-e142-449f-b0f1-cb5e207179a0,arousal,2,45,45,19,N040,./images/N040.jpg,filter-juno,filter-clarendon,filter-juno,826
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,valence,1,1,45,35,N020,./images/N020.jpg,filter-hudson,filter-lark,filter-lark,14123
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,valence,1,2,45,37,N097,./images/N097.jpg,filter-juno,filter-moon,filter-juno,3833
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,valence,1,3,45,23,N108,./images/N108.jpg,filter-gingham,filter-moon,filter-gingham,6538
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,valence,1,4,45,31,N022,./images/N022.jpg,filter-1977,filter-inkwell,filter-1977,2493
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,valence,1,5,45,12,N088,./images/N088.jpg,filter-sutro,filter-gingham,filter-gingham,3318
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,valence,1,6,45,19,N017,./images/N017.jpg,filter-inkwell,filter-moon,filter-moon,2245
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,valence,1,7,45,42,N040,./images/N040.jpg,filter-gingham,filter-hudson,filter-gingham,3150
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,valence,1,8,45,8,N023,./images/N023.jpg,filter-clarendon,filter-moon,filter-clarendon,2303
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,valence,1,9,45,11,N108,./images/N108.jpg,filter-1977,filter-lark,filter-lark,4437
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,valence,1,10,45,29,N085,./images/N085.jpg,filter-lofi,filter-clarendon,filter-clarendon,4330
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,valence,1,11,45,28,N095,./images/N095.jpg,filter-1977,filter-gingham,filter-gingham,3689
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,valence,1,12,45,33,N002,./images/N002.jpg,filter-lark,filter-inkwell,filter-lark,3323
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,valence,1,13,45,9,N093,./images/N093.jpg,filter-lofi,filter-hudson,filter-lofi,3990
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,valence,1,14,45,21,N095,./images/N095.jpg,filter-moon,filter-1977,filter-1977,5183
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,valence,1,15,45,1,N027,./images/N027.jpg,filter-sutro,filter-hudson,filter-sutro,3107
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,valence,1,16,45,38,N031,./images/N031.jpg,filter-lark,filter-juno,filter-juno,3086
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,valence,1,17,45,43,N020,./images/N020.jpg,filter-juno,filter-gingham,filter-gingham,5378
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,valence,1,18,45,39,N102,./images/N102.jpg,filter-inkwell,filter-juno,filter-juno,2164
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,valence,1,19,45,27,N014,./images/N014.jpg,filter-moon,filter-lofi,filter-lofi,1889
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,valence,1,20,45,14,N023,./images/N023.jpg,filter-lofi,filter-sutro,filter-lofi,5809
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,valence,1,21,45,24,N102,./images/N102.jpg,filter-inkwell,filter-sutro,filter-sutro,2513
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,valence,1,22,45,20,N043,./images/N043.jpg,filter-lofi,filter-inkwell,filter-lofi,3314
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,valence,1,23,45,36,N030,./images/N030.jpg,filter-1977,filter-clarendon,filter-clarendon,2223
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,valence,1,24,45,17,N014,./images/N014.jpg,filter-sutro,filter-clarendon,filter-clarendon,2709
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,valence,1,25,45,3,N077,./images/N077.jpg,filter-lark,filter-clarendon,filter-clarendon,2705
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,valence,1,26,45,34,N077,./images/N077.jpg,filter-sutro,filter-moon,filter-sutro,5548
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,valence,1,27,45,6,N096,./images/N096.jpg,filter-juno,filter-1977,filter-juno,1993
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,valence,1,28,45,45,N088,./images/N088.jpg,filter-hudson,filter-inkwell,filter-inkwell,4454
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,valence,1,29,45,4,N040,./images/N040.jpg,filter-hudson,filter-juno,filter-hudson,4189
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,valence,1,30,45,2,N030,./images/N030.jpg,filter-juno,filter-sutro,filter-juno,5075
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,valence,1,31,45,26,N096,./images/N096.jpg,filter-gingham,filter-lofi,filter-lofi,2322
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,valence,1,32,45,5,N002,./images/N002.jpg,filter-inkwell,filter-clarendon,filter-clarendon,1576
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,valence,1,33,45,16,N097,./images/N097.jpg,filter-juno,filter-lofi,filter-juno,1857
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,valence,1,34,45,25,N022,./images/N022.jpg,filter-inkwell,filter-gingham,filter-gingham,3040
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,valence,1,35,45,30,N031,./images/N031.jpg,filter-sutro,filter-1977,filter-sutro,2094
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,valence,1,36,45,10,N022,./images/N022.jpg,filter-clarendon,filter-hudson,filter-hudson,3227
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,valence,1,37,45,7,N093,./images/N093.jpg,filter-moon,filter-lark,filter-lark,2256
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,valence,1,38,45,15,N027,./images/N027.jpg,filter-lark,filter-sutro,filter-sutro,8454
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,valence,1,39,45,44,N085,./images/N085.jpg,filter-lofi,filter-1977,filter-1977,3332
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,valence,1,40,45,22,N085,./images/N085.jpg,filter-lark,filter-lofi,filter-lark,6879
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,valence,1,41,45,41,N095,./images/N095.jpg,filter-moon,filter-hudson,filter-hudson,2416
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,valence,1,42,45,18,N093,./images/N093.jpg,filter-clarendon,filter-gingham,filter-gingham,3045
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,valence,1,43,45,13,N096,./images/N096.jpg,filter-hudson,filter-1977,filter-hudson,1748
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,valence,1,44,45,32,N043,./images/N043.jpg,filter-clarendon,filter-juno,filter-juno,3074
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,valence,1,45,45,40,N017,./images/N017.jpg,filter-gingham,filter-lark,filter-lark,1436
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,arousal,2,1,45,38,N023,./images/N023.jpg,filter-lofi,filter-sutro,filter-lofi,7425
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,arousal,2,2,45,3,N022,./images/N022.jpg,filter-lofi,filter-hudson,filter-hudson,1727
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,arousal,2,3,45,20,N088,./images/N088.jpg,filter-inkwell,filter-lofi,filter-lofi,6209
03830eaf-9d24-4d70-9da5-3c8f2140d7ac,arousal,2,4,45,16,N027,./images/N027.jpg,filter-sutro,filter-juno,filter-sutro,4450
